subject,run,story_id,audio_path,audio_duration_s,events_path,meg_json_path,meg_fif_path,trig_start_s,trig_end_s,run_duration_s,duration_diff_s,sampling_frequency_hz,missing_start_trigger,auditory_delay_s,time_align_shift_s
01,1,01,stimuli/audio/story_1.wav,406.416,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-1_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-1_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-1_meg.fif,13.726,420.168,406.442,-0.026,1000.0,False,0.0395,10.65
01,20,20,stimuli/audio/story_20.wav,240.224,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-20_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-20_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-20_meg.fif,10.53,250.701,240.171,0.053,1000.0,False,0.0395,10.65
01,21,21,stimuli/audio/story_21.wav,393.488,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-21_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-21_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-21_meg.fif,15.078,408.594,393.516,-0.028,1000.0,False,0.0395,10.65
01,22,22,stimuli/audio/story_22.wav,345.232,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-22_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-22_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-22_meg.fif,8.48,353.712,345.232,0.0,1000.0,False,0.0395,10.65
01,23,23,stimuli/audio/story_23.wav,322.608,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-23_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-23_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-23_meg.fif,5.661,328.231,322.57,0.038,1000.0,False,0.0395,10.65
01,24,24,stimuli/audio/story_24.wav,315.68,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-24_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-24_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-24_meg.fif,5.627,321.283,315.656,0.024,1000.0,False,0.0395,10.65
01,25,25,stimuli/audio/story_25.wav,304.896,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-25_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-25_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-25_meg.fif,6.731,311.593,304.862,0.034,1000.0,False,0.0395,10.65
01,26,26,stimuli/audio/story_26.wav,295.024,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-26_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-26_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-26_meg.fif,16.165,311.172,295.007,0.017,1000.0,False,0.0395,10.65
01,27,27,stimuli/audio/story_27.wav,284.848,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-27_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-27_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-27_meg.fif,7.954,292.756,284.802,0.046,1000.0,False,0.0395,10.65
01,28,28,stimuli/audio/story_28.wav,274.928,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-28_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-28_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-28_meg.fif,10.612,285.509,274.897,0.031,1000.0,False,0.0395,10.65
01,29,29,stimuli/audio/story_29.wav,265.504,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-29_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-29_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-29_meg.fif,4.833,270.286,265.453,0.051,1000.0,False,0.0395,10.65
01,2,02,stimuli/audio/story_2.wav,352.576,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-2_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-2_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-2_meg.fif,7.797,360.363,352.566,0.01,1000.0,False,0.0395,10.65
01,30,30,stimuli/audio/story_30.wav,240.624,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-30_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-30_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-30_meg.fif,6.38,246.94,240.56,0.064,1000.0,False,0.0395,10.65
01,31,31,stimuli/audio/story_31.wav,379.232,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-31_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-31_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-31_meg.fif,7.196,386.424,379.228,0.004,1000.0,False,0.0395,10.65
01,32,32,stimuli/audio/story_32.wav,335.84,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-32_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-32_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-32_meg.fif,15.092,350.909,335.817,0.023,1000.0,False,0.0395,10.65
01,33,33,stimuli/audio/story_33.wav,321.6,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-33_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-33_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-33_meg.fif,10.292,331.883,321.591,0.009,1000.0,False,0.0395,10.65
01,34,34,stimuli/audio/story_34.wav,310.832,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-34_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-34_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-34_meg.fif,16.726,327.541,310.815,0.017,1000.0,False,0.0395,10.65
01,35,35,stimuli/audio/story_35.wav,304.816,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-35_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-35_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-35_meg.fif,6.203,310.984,304.781,0.035,1000.0,False,0.0395,10.65
01,36,36,stimuli/audio/story_36.wav,296.432,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-36_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-36_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-36_meg.fif,6.418,302.825,296.407,0.025,1000.0,False,0.0395,10.65
01,37,37,stimuli/audio/story_37.wav,288.416,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-37_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-37_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-37_meg.fif,8.623,296.987,288.364,0.052,1000.0,False,0.0395,10.65
01,38,38,stimuli/audio/story_38.wav,275.632,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-38_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-38_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-38_meg.fif,7.321,282.918,275.597,0.035,1000.0,False,0.0395,10.65
01,39,39,stimuli/audio/story_39.wav,269.728,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-39_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-39_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-39_meg.fif,9.188,278.883,269.695,0.033,1000.0,False,0.0395,10.65
01,3,03,stimuli/audio/story_3.wav,320.0,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-3_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-3_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-3_meg.fif,17.411,337.381,319.97,0.03,1000.0,False,0.0395,10.65
01,40,40,stimuli/audio/story_40.wav,255.552,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-40_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-40_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-40_meg.fif,6.157,261.644,255.487,0.065,1000.0,False,0.0395,10.65
01,41,41,stimuli/audio/story_41.wav,368.0,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-41_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-41_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-41_meg.fif,7.908,375.901,367.993,0.007,1000.0,False,0.0395,10.65
01,42,42,stimuli/audio/story_42.wav,332.304,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-42_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-42_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-42_meg.fif,6.975,339.25,332.275,0.029,1000.0,False,0.0395,10.65
01,43,43,stimuli/audio/story_43.wav,320.192,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-43_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-43_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-43_meg.fif,14.979,335.159,320.18,0.012,1000.0,False,0.0395,10.65
01,44,44,stimuli/audio/story_44.wav,308.976,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-44_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-44_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-44_meg.fif,7.112,316.056,308.944,0.032,1000.0,False,0.0395,10.65
01,45,45,stimuli/audio/story_45.wav,301.264,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-45_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-45_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-45_meg.fif,14.692,315.942,301.25,0.014,1000.0,False,0.0395,10.65
01,46,46,stimuli/audio/story_46.wav,298.4,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-46_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-46_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-46_meg.fif,8.316,306.674,298.358,0.042,1000.0,False,0.0395,10.65
01,47,47,stimuli/audio/story_47.wav,288.976,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-47_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-47_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-47_meg.fif,8.122,297.066,288.944,0.032,1000.0,False,0.0395,10.65
01,48,48,stimuli/audio/story_48.wav,275.76,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-48_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-48_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-48_meg.fif,8.484,284.212,275.728,0.032,1000.0,False,0.0395,10.65
01,49,49,stimuli/audio/story_49.wav,273.392,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-49_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-49_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-49_meg.fif,5.506,278.862,273.356,0.036,1000.0,False,0.0395,10.65
01,4,04,stimuli/audio/story_4.wav,319.184,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-4_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-4_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-4_meg.fif,10.593,329.763,319.17,0.014,1000.0,False,0.0395,10.65
01,50,50,stimuli/audio/story_50.wav,256.272,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-50_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-50_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-50_meg.fif,6.42,262.638,256.218,0.054,1000.0,False,0.0395,10.65
01,51,51,stimuli/audio/story_51.wav,352.608,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-51_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-51_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-51_meg.fif,10.28,362.875,352.595,0.013,1000.0,False,0.0395,10.65
01,52,52,stimuli/audio/story_52.wav,323.088,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-52_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-52_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-52_meg.fif,7.982,331.053,323.071,0.017,1000.0,False,0.0395,10.65
01,53,53,stimuli/audio/story_53.wav,324.608,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-53_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-53_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-53_meg.fif,7.374,331.956,324.582,0.026,1000.0,False,0.0395,10.65
01,54,54,stimuli/audio/story_54.wav,308.4,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-54_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-54_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-54_meg.fif,8.785,317.159,308.374,0.026,1000.0,False,0.0395,10.65
01,55,55,stimuli/audio/story_55.wav,300.672,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-55_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-55_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-55_meg.fif,6.845,307.494,300.649,0.023,1000.0,False,0.0395,10.65
01,56,56,stimuli/audio/story_56.wav,298.88,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-56_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-56_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-56_meg.fif,9.278,308.127,298.849,0.031,1000.0,False,0.0395,10.65
01,57,57,stimuli/audio/story_57.wav,290.0,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-57_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-57_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-57_meg.fif,9.506,299.461,289.955,0.045,1000.0,False,0.0395,10.65
01,58,58,stimuli/audio/story_58.wav,276.976,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-58_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-58_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-58_meg.fif,13.438,290.366,276.928,0.048,1000.0,False,0.0395,10.65
01,59,59,stimuli/audio/story_59.wav,273.44,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-59_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-59_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-59_meg.fif,9.62,283.007,273.387,0.053,1000.0,False,0.0395,10.65
01,5,05,stimuli/audio/story_5.wav,307.584,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-5_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-5_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-5_meg.fif,21.418,328.982,307.564,0.02,1000.0,False,0.0395,10.65
01,60,60,stimuli/audio/story_60.wav,256.384,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-60_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-60_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-60_meg.fif,7.964,264.282,256.318,0.066,1000.0,False,0.0395,10.65
01,6,06,stimuli/audio/story_6.wav,290.96,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-6_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-6_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-6_meg.fif,11.144,302.059,290.915,0.045,1000.0,False,0.0395,10.65
01,7,07,stimuli/audio/story_7.wav,280.0,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-7_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-7_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-7_meg.fif,6.802,286.772,279.97,0.03,1000.0,False,0.0395,10.65
01,8,08,stimuli/audio/story_8.wav,273.44,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-8_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-8_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-8_meg.fif,7.42,280.807,273.387,0.053,1000.0,False,0.0395,10.65
01,9,09,stimuli/audio/story_9.wav,258.768,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-9_events.tsv,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-9_meg.json,derivatives/preprocessed_data/sub-01/MEG/sub-01_task-RDR_run-9_meg.fif,8.111,266.83,258.719,0.049,1000.0,False,0.0395,10.65
02,10,10,stimuli/audio/story_10.wav,240.0,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-10_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-10_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-10_meg.fif,7.413,247.342,239.929,0.071,1000.0,False,0.0395,10.65
02,11,11,stimuli/audio/story_11.wav,398.336,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-11_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-11_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-11_meg.fif,19.654,418.002,398.348,-0.012,1000.0,False,0.0395,10.65
02,12,12,stimuli/audio/story_12.wav,351.712,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-12_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-12_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-12_meg.fif,10.703,362.417,351.714,-0.002,1000.0,False,0.0395,10.65
02,13,13,stimuli/audio/story_13.wav,323.744,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-13_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-13_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-13_meg.fif,13.554,337.276,323.722,0.022,1000.0,False,0.0395,10.65
02,14,14,stimuli/audio/story_14.wav,318.992,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-14_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-14_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-14_meg.fif,8.392,327.35,318.958,0.034,1000.0,False,0.0395,10.65
02,15,15,stimuli/audio/story_15.wav,307.712,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-15_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-15_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-15_meg.fif,10.825,318.52,307.695,0.017,1000.0,False,0.0395,10.65
02,16,16,stimuli/audio/story_16.wav,294.496,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-16_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-16_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-16_meg.fif,7.477,301.934,294.457,0.039,1000.0,False,0.0395,10.65
02,17,17,stimuli/audio/story_17.wav,280.0,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-17_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-17_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-17_meg.fif,6.781,286.751,279.97,0.03,1000.0,False,0.0395,10.65
02,18,18,stimuli/audio/story_18.wav,274.48,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-18_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-18_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-18_meg.fif,7.219,281.646,274.427,0.053,1000.0,False,0.0395,10.65
02,19,19,stimuli/audio/story_19.wav,263.648,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-19_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-19_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-19_meg.fif,6.688,270.289,263.601,0.047,1000.0,False,0.0395,10.65
02,1,01,stimuli/audio/story_1.wav,406.416,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-1_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-1_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-1_meg.fif,6.644,413.085,406.441,-0.025,1000.0,False,0.0395,10.65
02,20,20,stimuli/audio/story_20.wav,240.224,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-20_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-20_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-20_meg.fif,6.945,247.116,240.171,0.053,1000.0,False,0.0395,10.65
02,21,21,stimuli/audio/story_21.wav,393.488,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-21_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-21_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-21_meg.fif,9.176,402.692,393.516,-0.028,1000.0,False,0.0395,10.65
02,22,22,stimuli/audio/story_22.wav,345.232,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-22_events.tsv,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-22_meg.json,derivatives/preprocessed_data/sub-02/MEG/sub-02_task-RDR_run-22_meg.fif,7.286,352.518,345.232,0.0,1000.0,False,0.0395,10.65
